away_buildUpPlayDribbling,home_buildUpPlayPassing,home_shortPass,home_headers,home_balance,away_finishing,away_defenceDefenderLineClass,away_reactions,home_slidingTackle,home_freeKicks,away_aggression,home_positioning,home_aggression,away_chanceCreationPassing,home_curve,away_longShot,home_gkPositioning,home_sprintSpeed,away_marking,home_finishing,awayTeamID,away_vision,home_longPass,WH betting difference,away_headers,home_buildUpPlaySpeed,away_strength,home_acceleration,home_standingTackle,home_marking,away_gkKicking,home_gkHandling,away_curve,homeTeamID,away_buildUpPlaySpeed,home_dribbling,home_defencePressure,home_gkKicking,home_volleys,home_reactions,IW betting difference,home_defenceTeamWidth,away_gkDiving,home_chanceCreationPassing,away_defenceTeamWidth,home_longShot,home_chanceCreationPositioningClass,home_stamina,away_power,LB betting difference,home_rating,home_chanceCreationCrossing,home_agility,VC betting difference,home_defensiveWorkRate,away_agility,home_preferredFoot,away_penalties,home_power,home_penalties,home_defenceAggression,away_chanceCreationCrossing,home_control,home_buildUpPlayPositioningClass,away_balance,away_preferredFoot,home_gkReflexes,away_rating,away_positioning,B365 betting difference,home_potential,home_crossing,home_defenceDefenderLineClass,BW betting difference,home_interceptions,home_vision,BS betting difference,away_buildUpPlayPassing,home_jump,away_chanceCreationShooting,away_crossing,home_strength,away_shortPass,home_attackingWorkRate,SJ betting difference,GB betting difference,away_acceleration,away_gkHandling,away_gkReflexes,away_jump,home_gkDiving,away_defenceAggression,away_standingTackle,away_longPass,away_interceptions,home_chanceCreationShooting,away_control,away_defencePressure,away_chanceCreationPositioningClass,away_stamina,away_freeKicks,away_gkPositioning,away_volleys,away_slidingTackle,PS betting difference,away_sprintSpeed,away_buildUpPlayPositioningClass,away_potential,home_buildUpPlayDribbling,away_dribbling,away_defensiveWorkRate,away_attackingWorkRate,result
45.0,44,74.72727272727273,70.0,74.27272727272727,53.0,1,71.9090909090909,60.63636363636364,52.0,71.99999999999999,80.63636363636363,78.45454545454545,47,57.36363636363637,56.363636363636374,27.909090909090914,75.36363636363637,50.54545454545455,55.81818181818183,10261,63.727272727272734,71.54545454545455,0.7000000000000001,63.63636363636364,38,72.18181818181819,74.27272727272728,66.27272727272727,60.54545454545454,66.9090909090909,27.363636363636367,48.36363636363636,10260,58,64.72727272727273,54,71.54545454545455,59.000000000000014,79.18181818181819,0.6515837104072397,56,16.545454545454547,49,51,55.909090909090914,1,78.9090909090909,63.63636363636363,0.7000000000000001,82.90909090909092,44,65.63636363636364,0.6979166666666666,1.3636363636363635,62.727272727272734,0.8181818181818183,72.90909090909092,67.27272727272728,77.0909090909091,53,54,74.0,1,66.36363636363637,0.7272727272727274,27.272727272727273,77.0,69.81818181818183,0.6842847075405214,85.45454545454547,64.54545454545455,1,0.648018648018648,77.63636363636363,73.0,0.6842847075405214,49,75.45454545454547,46,63.45454545454545,77.9090909090909,67.9090909090909,1.272727272727273,0.7000000000000001,0.6692307692307692,74.9090909090909,27.0,27.454545454545453,61.27272727272729,17.090909090909093,39,59.909090909090914,66.9090909090909,70.27272727272727,40,70.63636363636364,41,1,76.2727272727273,49.00000000000001,26.909090909090914,56.81818181818182,51.00000000000001,nan,75.72727272727273,1,82.9090909090909,42.0,66.0,1.090909090909091,1.090909090909091,0
32.0,30,71.18181818181817,68.18181818181819,75.0909090909091,47.81818181818182,1,67.27272727272728,60.63636363636363,43.45454545454546,70.36363636363636,73.45454545454545,65.27272727272728,53,60.0909090909091,54.81818181818182,26.090909090909093,79.0909090909091,56.0909090909091,54.45454545454545,8659,63.90909090909091,64.9090909090909,0.7713675213675214,57.90909090909092,59,68.81818181818181,77.54545454545455,57.09090909090909,52.00000000000001,58.81818181818181,26.363636363636367,45.36363636363636,9825,62,68.0,51,64.9090909090909,59.181818181818194,77.72727272727273,0.7424242424242424,52,12.81818181818182,28,49,55.63636363636364,0,80.27272727272727,60.090909090909086,0.7424242424242424,79.90909090909092,44,70.18181818181819,0.7230769230769232,1.1818181818181817,58.45454545454546,0.9090909090909093,67.54545454545455,65.18181818181819,71.54545454545455,44,50,72.63636363636364,1,63.727272727272734,0.7272727272727274,27.27272727272728,70.81818181818181,63.45454545454546,0.7666666666666667,85.36363636363636,65.72727272727273,1,0.719672131147541,68.9090909090909,68.36363636363636,0.7427490542244641,51,75.81818181818183,60,58.09090909090909,74.9090909090909,61.27272727272728,1.2727272727272725,0.75,0.7427490542244641,68.0,25.909090909090914,26.909090909090914,70.36363636363637,14.818181818181817,40,58.0909090909091,58.81818181818181,63.63636363636365,46,61.63636363636365,41,1,71.54545454545455,48.54545454545454,25.909090909090914,48.63636363636363,54.54545454545455,nan,67.18181818181819,1,77.09090909090911,51.0,55.09090909090909,1.1818181818181819,1.1818181818181819,1
60.0,51,60.90909090909091,60.090909090909086,68.45454545454545,58.90909090909091,1,77.9090909090909,53.09090909090909,52.090909090909086,72.18181818181819,66.36363636363637,69.9090909090909,34,58.54545454545455,58.09090909090909,27.181818181818187,69.90909090909092,55.81818181818181,52.272727272727266,8650,73.81818181818181,60.72727272727273,-0.4551244933410538,68.45454545454545,43,75.0909090909091,69.45454545454545,55.36363636363637,50.54545454545455,65.27272727272728,27.727272727272734,57.27272727272727,8472,66,58.54545454545455,47,60.81818181818182,52.09090909090909,72.63636363636363,-0.38383838383838387,49,16.09090909090909,59,61,53.81818181818182,1,74.72727272727273,66.72727272727272,-0.3765801729873587,74.0,50,64.72727272727272,-0.42424242424242425,0.9090909090909092,63.909090909090914,0.5454545454545455,77.9090909090909,61.81818181818182,62.45454545454545,45,34,66.54545454545455,1,75.36363636363637,0.9090909090909093,27.909090909090914,80.81818181818181,79.0909090909091,-0.4169842133913991,79.18181818181819,63.81818181818183,1,-0.3988023952095809,67.36363636363637,65.27272727272728,-0.3558124598587027,45,69.54545454545456,46,60.727272727272734,70.0909090909091,70.36363636363637,1.1818181818181817,-0.34708779986383487,-0.38823529411764707,72.54545454545456,26.63636363636364,27.363636363636367,73.9090909090909,15.818181818181818,52,59.36363636363636,65.27272727272728,77.63636363636364,55,70.72727272727273,51,1,79.63636363636364,53.45454545454546,26.81818181818182,61.545454545454554,54.54545454545454,nan,74.63636363636363,1,84.9090909090909,43.0,60.545454545454554,1.3636363636363638,1.4545454545454548,-1
37.0,57,66.45454545454547,67.54545454545455,57.54545454545455,53.63636363636364,1,69.45454545454545,46.90909090909091,45.81818181818181,72.63636363636364,75.63636363636364,72.09090909090908,52,50.45454545454546,61.27272727272727,26.000000000000004,72.63636363636364,52.090909090909086,53.81818181818182,8528,64.36363636363637,59.81818181818183,0.27978142076502727,68.36363636363637,77,75.90909090909092,71.27272727272727,59.181818181818194,52.36363636363636,53.54545454545455,26.272727272727277,44.27272727272728,8654,51,60.27272727272727,30,59.81818181818183,45.36363636363636,73.72727272727272,0.2923976608187135,41,17.54545454545454,68,44,55.00000000000001,1,78.27272727272727,70.36363636363636,0.3055555555555556,76.36363636363636,73,55.18181818181817,0.29643073200241976,1.3636363636363635,57.909090909090914,0.8181818181818183,69.72727272727272,58.909090909090914,72.18181818181819,37,59,67.0909090909091,1,61.36363636363637,0.8181818181818183,27.090909090909097,74.27272727272727,69.72727272727273,0.2854649713288457,81.45454545454547,59.27272727272727,1,0.2631578947368421,72.54545454545455,57.63636363636364,0.2604023146872417,56,60.63636363636363,40,62.09090909090909,73.54545454545455,64.27272727272727,1.4545454545454546,0.2568935427574171,0.27356020942408377,71.18181818181817,25.363636363636363,25.363636363636363,67.9090909090909,15.90909090909091,48,54.18181818181819,58.27272727272728,63.27272727272727,29,68.0909090909091,62,1,78.0,52.54545454545455,24.363636363636363,53.09090909090909,48.54545454545455,nan,74.0,1,77.63636363636365,37.0,62.27272727272727,1.2727272727272727,1.0909090909090908,1
35.0,54,70.45454545454545,67.81818181818183,68.63636363636364,43.81818181818182,1,64.27272727272727,52.81818181818181,52.45454545454545,61.81818181818182,77.27272727272727,72.81818181818183,38,51.00000000000001,51.90909090909091,27.72727272727273,76.63636363636364,45.90909090909091,57.27272727272728,8456,59.27272727272727,67.27272727272728,0.23784592370979807,56.181818181818194,63,64.36363636363637,73.54545454545453,60.45454545454546,57.18181818181819,60.36363636363637,27.90909090909091,49.72727272727273,10252,59,61.18181818181819,35,67.27272727272728,54.18181818181819,77.36363636363637,0.19696969696969696,54,13.272727272727272,60,54,58.81818181818182,1,80.36363636363637,59.36363636363637,0.27978142076502727,79.63636363636364,48,60.45454545454546,0.29643073200241976,1.1818181818181819,59.0909090909091,0.8181818181818183,59.545454545454554,67.36363636363636,72.18181818181817,44,36,70.72727272727273,1,65.90909090909092,0.6363636363636365,27.272727272727277,68.0,63.27272727272728,0.29261332720699373,84.36363636363636,62.90909090909091,1,0.2350427350427351,74.45454545454547,63.18181818181818,0.2568935427574171,29,63.909090909090914,24,53.36363636363637,76.27272727272728,58.00000000000001,1.0909090909090908,0.2568935427574171,0.27356020942408377,66.9090909090909,24.36363636363637,24.909090909090917,63.45454545454546,17.27272727272727,47,51.27272727272727,60.36363636363637,57.63636363636364,38,60.54545454545455,48,0,64.81818181818181,45.90909090909091,23.72727272727273,47.90909090909091,45.63636363636363,nan,66.72727272727272,0,73.54545454545455,37.0,55.45454545454546,0.8181818181818183,0.8181818181818183,1
60.0,40,70.18181818181817,70.45454545454547,68.72727272727272,53.63636363636364,1,73.63636363636365,57.36363636363637,51.45454545454545,71.45454545454545,75.54545454545455,71.81818181818181,59,51.18181818181819,53.81818181818182,29.54545454545455,74.18181818181819,55.45454545454545,49.81818181818182,8655,68.36363636363637,69.0909090909091,0.2271062271062272,71.36363636363637,43,76.9090909090909,74.9090909090909,65.36363636363637,65.63636363636364,62.090909090909086,29.90909090909091,51.27272727272727,8668,60,56.545454545454554,52,69.45454545454547,56.36363636363637,75.9090909090909,0.19696969696969696,59,15.545454545454545,39,57,60.81818181818182,1,77.0909090909091,63.727272727272734,0.3055555555555556,78.0,33,60.18181818181819,0.23780487804878053,1.1818181818181819,59.72727272727273,0.7272727272727274,70.72727272727273,72.72727272727273,72.18181818181817,58,58,69.45454545454547,1,71.27272727272728,0.8181818181818183,30.54545454545455,76.0909090909091,70.81818181818181,0.25,82.81818181818184,63.09090909090909,1,0.29054054054054046,75.18181818181819,66.54545454545455,0.2142857142857143,65,68.72727272727273,42,50.45454545454545,75.27272727272728,63.36363636363637,1.0,0.20588235294117646,0.23333333333333334,68.63636363636364,26.727272727272734,27.727272727272734,76.0909090909091,18.818181818181817,50,60.27272727272727,62.090909090909086,71.81818181818181,63,66.72727272727273,50,1,73.36363636363636,47.45454545454545,26.45454545454546,50.54545454545455,56.36363636363636,nan,71.0,1,80.81818181818183,45.0,56.18181818181819,1.2727272727272725,1.0909090909090908,-1
46.0,46,65.18181818181819,66.54545454545455,64.0909090909091,52.909090909090914,1,74.36363636363637,46.72727272727273,47.81818181818182,66.72727272727273,73.54545454545455,64.81818181818181,41,45.09090909090909,58.18181818181817,23.81818181818182,72.9090909090909,47.27272727272727,55.272727272727266,8586,74.18181818181819,59.909090909090914,-0.12028869286287086,62.27272727272727,60,68.72727272727272,72.27272727272728,52.81818181818181,49.81818181818182,63.18181818181818,24.363636363636367,55.909090909090914,8549,47,59.9090909090909,38,59.909090909090914,49.54545454545454,71.63636363636363,-0.10971786833855796,42,15.454545454545453,43,56,58.09090909090909,1,75.81818181818183,66.63636363636364,-0.09740259740259738,75.18181818181819,55,56.45454545454546,-0.12228260869565222,1.0,74.18181818181817,0.6363636363636365,72.18181818181819,67.63636363636364,67.9090909090909,42,41,66.0909090909091,1,75.0909090909091,0.8181818181818183,25.272727272727273,76.81818181818183,75.63636363636364,-0.13194444444444442,80.0,58.00000000000001,1,-0.07763975155279507,70.45454545454547,55.09090909090909,-0.07763975155279507,40,62.0,63,60.54545454545455,70.54545454545455,66.18181818181817,1.0,-0.10732323232323232,-0.1014492753623189,77.45454545454545,26.000000000000007,27.181818181818187,71.0909090909091,15.81818181818182,54,51.90909090909091,63.18181818181818,68.81818181818183,37,70.81818181818181,63,1,77.0909090909091,58.27272727272727,26.545454545454547,58.18181818181818,47.81818181818182,nan,78.0909090909091,1,83.72727272727273,32.0,67.18181818181819,1.2727272727272725,1.4545454545454546,1
41.0,61,65.0,70.63636363636364,71.45454545454545,50.090909090909086,1,69.0,63.54545454545455,43.54545454545455,69.18181818181819,72.27272727272728,75.54545454545455,51,53.18181818181818,51.63636363636364,26.454545454545457,71.0909090909091,51.54545454545455,49.45454545454546,10194,54.81818181818182,61.36363636363636,0.3055555555555556,69.0909090909091,57,77.54545454545455,68.72727272727273,63.18181818181819,57.45454545454545,52.54545454545455,26.636363636363644,45.18181818181819,8559,48,57.27272727272728,39,61.36363636363636,58.90909090909091,71.54545454545455,0.3333333333333333,58,14.545454545454547,72,51,58.27272727272728,1,79.72727272727273,60.18181818181819,0.3280346820809249,74.81818181818183,60,57.272727272727266,0.3322072072072071,1.0909090909090908,63.72727272727272,0.8181818181818183,65.18181818181819,62.36363636363637,68.0,48,59,66.09090909090908,1,68.9090909090909,1.0000000000000002,26.90909090909091,70.36363636363636,68.63636363636365,0.3242258652094717,80.27272727272728,54.45454545454545,1,0.3441558441558441,72.63636363636363,69.36363636363637,0.32460867333846555,49,75.0909090909091,49,48.63636363636364,75.9090909090909,59.36363636363637,1.1818181818181819,0.32460867333846555,0.3242258652094717,62.54545454545455,26.363636363636363,26.363636363636363,75.63636363636363,16.363636363636363,37,55.0,52.54545454545455,67.27272727272727,38,59.45454545454545,44,1,73.27272727272728,49.545454545454554,26.363636363636363,46.63636363636364,53.0,nan,68.0909090909091,1,75.18181818181819,34.0,46.18181818181819,1.0909090909090908,1.0000000000000002,1
34.0,55,59.727272727272734,61.27272727272727,65.36363636363636,54.63636363636365,1,68.54545454545455,54.90909090909091,46.63636363636364,70.09090909090908,67.45454545454545,67.54545454545455,39,46.00000000000001,60.909090909090914,24.818181818181824,68.81818181818181,55.36363636363637,46.99999999999999,9879,69.18181818181819,56.63636363636364,0.018320610687022953,65.36363636363636,56,71.27272727272728,62.81818181818181,60.090909090909086,53.909090909090914,68.09090909090911,25.363636363636363,59.18181818181817,8667,52,54.0,38,54.00000000000001,49.09090909090909,65.81818181818183,0.032051282051282104,46,15.363636363636365,54,39,51.45454545454545,1,73.63636363636364,67.81818181818183,0.016666666666666663,72.0,49,59.09090909090909,0.02747252747252743,1.0909090909090908,63.09090909090909,0.8181818181818183,73.72727272727273,60.81818181818182,61.45454545454545,37,54,64.72727272727273,1,71.18181818181819,0.8181818181818183,24.909090909090917,75.18181818181819,73.09090909090911,0.02747252747252743,76.72727272727273,58.545454545454554,1,0.03080477474008464,64.45454545454544,60.90909090909091,-0.015384615384615441,48,70.36363636363636,59,62.81818181818182,72.18181818181819,68.63636363636364,1.0,0.056531703590527116,0.0,69.9090909090909,26.54545454545455,26.36363636363637,72.45454545454544,17.272727272727273,30,61.363636363636374,68.09090909090911,72.72727272727272,56,69.63636363636364,29,1,75.36363636363636,59.72727272727273,26.18181818181819,60.45454545454545,54.45454545454546,nan,72.63636363636364,1,79.63636363636363,40.0,56.63636363636364,1.0,1.272727272727273,1
32.0,36,76.27272727272727,68.45454545454547,78.27272727272728,48.09090909090909,1,73.27272727272728,63.36363636363636,56.54545454545455,74.63636363636364,82.72727272727273,74.81818181818183,49,62.18181818181819,48.81818181818182,27.454545454545457,75.0909090909091,54.909090909090914,61.81818181818182,8462,66.81818181818183,73.81818181818181,0.6515837104072397,69.45454545454545,67,78.81818181818181,73.63636363636364,65.0909090909091,59.81818181818182,56.272727272727266,27.63636363636364,50.72727272727273,8455,59,68.45454545454545,39,73.81818181818181,64.45454545454547,80.54545454545455,0.6515837104072397,46,16.90909090909091,41,44,65.0,1,79.0,63.45454545454545,0.6640826873385013,84.45454545454547,34,69.54545454545455,0.6609706083390293,1.1818181818181817,62.36363636363637,0.8181818181818183,68.81818181818183,70.18181818181819,82.18181818181819,41,47,76.0909090909091,1,77.0909090909091,0.8181818181818183,27.81818181818182,78.0909090909091,72.36363636363636,0.6518796992481203,87.9090909090909,68.27272727272728,1,0.648018648018648,81.54545454545455,76.0,0.6518796992481203,57,74.81818181818183,53,51.72727272727273,77.54545454545453,64.27272727272728,1.272727272727273,0.7000000000000001,0.6407685881370091,70.54545454545453,24.818181818181827,25.636363636363647,78.18181818181817,16.090909090909086,40,60.27272727272728,60.36363636363636,70.72727272727273,44,66.63636363636364,39,1,74.0909090909091,39.81818181818182,24.45454545454546,54.72727272727273,54.18181818181818,nan,71.81818181818181,1,82.45454545454545,41.0,58.54545454545455,1.1818181818181817,0.9090909090909093,1
